,time,open,high,low,close,tick_volume,spread,real_volume
0,1720582200,2366.12,2366.44,2364.55,2364.81,1821,15,0
1,1720584000,2364.81,2367.92,2363.45,2366.96,4043,14,0
2,1720585800,2366.96,2369.78,2365.88,2368.07,4208,14,0
3,1720587600,2368.06,2368.44,2366.88,2367.86,3471,16,0
4,1720589400,2367.85,2370.02,2367.67,2369.35,3320,14,0
5,1720591200,2369.35,2369.7,2366.54,2368.01,3072,14,0
6,1720593000,2368.02,2368.24,2366.83,2368.16,1847,15,0
7,1720594800,2368.17,2368.8,2367.01,2367.01,2614,15,0
8,1720596600,2367.02,2367.94,2366.72,2367.68,1317,16,0
9,1720598400,2367.68,2369.06,2367.25,2367.46,2001,15,0
10,1720600200,2367.55,2370.29,2367.37,2368.43,4027,15,0
11,1720602000,2368.43,2370.11,2367.18,2369.44,3915,14,0
12,1720603800,2369.44,2372.53,2368.76,2371.65,5421,15,0
13,1720605600,2371.68,2374.79,2371.4,2374.75,4711,14,0
14,1720607400,2374.75,2374.83,2371.84,2372.65,4104,14,0
15,1720609200,2372.66,2373.66,2371.45,2373.07,4158,14,0
16,1720611000,2373.07,2374.11,2372.31,2372.69,3766,14,0
17,1720612800,2372.69,2373.49,2371.74,2371.78,3541,14,0
18,1720614600,2371.8,2374.38,2371.76,2371.98,2846,14,0
19,1720616400,2371.98,2374.18,2371.92,2373.93,3846,14,0
20,1720618200,2373.95,2375.56,2371.78,2372.4,3288,14,0
21,1720620000,2372.38,2374.28,2372.35,2373.46,3635,16,0
22,1720621800,2373.43,2378.23,2373.29,2378.23,4632,14,0
23,1720623600,2378.22,2381.38,2377.07,2379.87,5401,14,0
24,1720625400,2379.88,2381.79,2377.52,2377.59,5485,14,0
25,1720627200,2377.59,2380.38,2376.05,2380.32,7276,14,0
26,1720629000,2380.31,2386.46,2377.92,2383.15,9080,15,0
27,1720630800,2383.23,2384.97,2377.92,2379.07,8483,14,0
28,1720632600,2379.07,2379.29,2374.02,2374.96,7835,14,0
29,1720634400,2374.96,2379.09,2374.11,2378.87,6692,15,0
30,1720636200,2378.79,2380.61,2378.36,2378.64,5753,15,0
31,1720638000,2378.65,2381.15,2377.7,2378.65,4924,15,0
32,1720639800,2378.65,2379.02,2376.65,2377.83,4908,14,0
33,1720641600,2377.82,2378.52,2371.64,2373.17,4727,14,0
34,1720643400,2373.16,2374.05,2370.44,2373.06,4089,14,0
35,1720645200,2373.05,2373.63,2370.01,2370.69,3177,15,0
36,1720647000,2370.73,2373.07,2370.3,2372.55,2372,14,0
37,1720648800,2372.57,2372.58,2370.56,2371.22,2757,15,0
38,1720650600,2371.21,2372.02,2370.56,2371.78,3331,16,0
39,1720652400,2371.77,2372.45,2371.27,2371.59,1429,14,0
40,1720654200,2371.59,2371.69,2370.77,2371.23,1252,16,0
41,1720659600,2370.79,2372.26,2370.79,2372.25,493,1,0
42,1720661400,2372.27,2372.88,2372.17,2372.68,657,20,0
43,1720663200,2372.68,2372.82,2372.16,2372.23,636,21,0
44,1720665000,2372.19,2372.67,2371.99,2372.65,794,14,0
45,1720666800,2372.65,2372.82,2371.32,2372.4,1896,16,0
46,1720668600,2372.41,2374.13,2372.27,2373.97,2190,15,0
47,1720670400,2373.98,2375.15,2373.07,2374.08,4261,15,0
48,1720672200,2374.08,2375.92,2373.81,2375.68,4002,16,0
49,1720674000,2375.66,2376.03,2374.09,2375.23,3132,15,0
50,1720675800,2375.23,2377.62,2375.15,2377.23,3670,14,0
51,1720677600,2377.2,2379.34,2376.54,2379.32,3593,14,0
52,1720679400,2379.34,2379.96,2378.53,2378.56,2278,15,0
53,1720681200,2378.56,2381.42,2378.37,2381.19,1808,14,0
54,1720683000,2381.19,2382.27,2380.71,2381.79,2196,14,0
55,1720684800,2381.79,2382.77,2381.1,2381.65,2160,14,0
56,1720686600,2381.65,2382.78,2380.99,2382.32,3734,14,0
57,1720688400,2382.3,2383.0,2379.86,2379.91,5017,14,0
58,1720690200,2379.91,2382.02,2378.49,2381.75,5724,14,0
59,1720692000,2381.68,2381.84,2378.84,2381.43,4544,15,0
60,1720693800,2381.44,2381.82,2379.17,2379.98,4174,15,0
61,1720695600,2379.96,2383.94,2379.63,2380.52,5840,14,0
62,1720697400,2380.53,2382.61,2380.01,2381.29,4208,14,0
63,1720699200,2381.27,2384.34,2381.23,2382.95,4219,14,0
64,1720701000,2382.96,2384.1,2382.2,2383.86,3482,14,0
65,1720702800,2383.88,2383.88,2382.37,2382.58,3217,14,0
66,1720704600,2382.57,2382.74,2380.51,2382.4,3942,15,0
67,1720706400,2382.33,2382.56,2380.64,2381.71,4541,15,0
68,1720708200,2381.73,2383.31,2378.88,2380.67,3611,14,0
69,1720710000,2380.67,2382.57,2378.97,2378.97,6261,14,0
70,1720711800,2390.84,2409.44,2390.46,2406.12,14649,16,0
71,1720713600,2406.13,2412.99,2402.96,2408.03,13223,14,0
72,1720715400,2408.07,2409.06,2395.92,2406.47,12928,14,0
73,1720717200,2406.46,2411.74,2406.46,2407.21,11459,14,0
74,1720719000,2407.16,2417.73,2404.27,2417.55,10325,14,0
