,time,open,high,low,close,tick_volume,spread,real_volume
0,1716897600,0.90736,0.90742,0.90713,0.90737,691,21,0
1,1716898500,0.90739,0.90756,0.90704,0.90705,956,19,0
2,1716899400,0.90703,0.90728,0.90702,0.90707,590,22,0
3,1716900300,0.90709,0.90714,0.90687,0.90704,391,21,0
4,1716901200,0.90706,0.90723,0.90697,0.90713,455,22,0
5,1716902100,0.90711,0.90743,0.9071,0.9074,588,21,0
6,1716903000,0.90739,0.90747,0.90717,0.90739,594,20,0
7,1716903900,0.90739,0.90778,0.90739,0.90777,388,21,0
8,1716904800,0.90778,0.90808,0.90767,0.90801,646,20,0
9,1716905700,0.90802,0.90831,0.9079,0.90811,597,22,0
10,1716906600,0.90811,0.90843,0.90809,0.90836,376,22,0
11,1716907500,0.90837,0.90843,0.90816,0.90816,377,21,0
12,1716908400,0.90817,0.90845,0.90808,0.90822,842,20,0
13,1716909300,0.90823,0.90856,0.90807,0.90852,943,22,0
14,1716910200,0.90852,0.90881,0.90802,0.90807,1146,19,0
15,1716911100,0.90808,0.90842,0.90796,0.90827,1169,20,0
16,1716912000,0.90825,0.90887,0.90822,0.90874,1137,21,0
17,1716912900,0.90873,0.90959,0.90872,0.90947,1362,19,0
18,1716913800,0.90945,0.90966,0.90932,0.90939,2054,20,0
19,1716914700,0.90939,0.90939,0.90844,0.90867,1766,19,0
20,1716915600,0.90865,0.90865,0.90776,0.90803,2363,17,0
21,1716916500,0.90803,0.90826,0.90778,0.90812,1400,21,0
22,1716917400,0.90812,0.90862,0.90797,0.90851,1267,21,0
23,1716918300,0.90851,0.90902,0.9084,0.90849,1447,18,0
24,1716919200,0.9085,0.9085,0.9081,0.90842,1441,20,0
25,1716920100,0.90842,0.90852,0.90812,0.90818,1049,20,0
26,1716921000,0.90818,0.90838,0.90797,0.90834,994,18,0
27,1716921900,0.90837,0.90871,0.9083,0.9084,753,21,0
28,1716922800,0.90842,0.90855,0.9082,0.9085,692,19,0
29,1716923700,0.90851,0.90852,0.90799,0.90812,1058,20,0
30,1716924600,0.90812,0.90829,0.90789,0.90789,858,19,0
31,1716925500,0.90789,0.90806,0.90776,0.90779,1011,18,0
32,1716926400,0.90778,0.90799,0.9077,0.9078,1123,12,0
33,1716927300,0.90779,0.90809,0.90758,0.90801,1076,19,0
34,1716928200,0.90802,0.90804,0.90777,0.90785,957,20,0
35,1716929100,0.90784,0.90793,0.90761,0.90766,1108,20,0
36,1716930000,0.90765,0.90779,0.90747,0.90751,996,21,0
37,1716930900,0.90752,0.90754,0.90691,0.90697,843,19,0
38,1716931800,0.90696,0.90706,0.90675,0.90699,926,20,0
39,1716932700,0.907,0.90734,0.90677,0.90722,1019,21,0
40,1716933600,0.90723,0.90725,0.90708,0.9072,1070,22,0
41,1716934500,0.90718,0.90727,0.90706,0.90712,850,19,0
42,1716935400,0.9071,0.90722,0.90706,0.90707,912,21,0
43,1716936300,0.90706,0.90735,0.90706,0.9073,832,21,0
44,1716937200,0.90731,0.90734,0.9072,0.90727,366,23,0
45,1716938100,0.90728,0.90736,0.90721,0.9073,165,23,0
46,1716939000,0.9073,0.90732,0.90717,0.90718,123,22,0
47,1716939900,0.90717,0.9073,0.90712,0.90715,158,26,0
48,1716940800,0.9071,0.90738,0.90614,0.90667,385,75,0
49,1716941700,0.90665,0.9075,0.90665,0.90696,470,53,0
50,1716942600,0.9071,0.90715,0.90704,0.90709,201,25,0
51,1716943500,0.90708,0.90744,0.90702,0.9071,354,26,0
52,1716944400,0.9071,0.90733,0.9071,0.90728,119,24,0
53,1716945300,0.90729,0.9073,0.90715,0.9072,144,23,0
54,1716946200,0.90721,0.90721,0.90703,0.90706,163,22,0
55,1716947100,0.90707,0.90736,0.90703,0.90731,149,20,0
56,1716948000,0.90732,0.90739,0.90712,0.90727,273,17,0
57,1716948900,0.90726,0.90727,0.90704,0.9071,416,16,0
58,1716949800,0.9071,0.9073,0.90697,0.9072,307,18,0
59,1716950700,0.90722,0.90735,0.9069,0.90709,499,18,0
60,1716951600,0.90709,0.90731,0.90698,0.90724,845,17,0
61,1716952500,0.90727,0.90754,0.90698,0.90703,610,18,0
62,1716953400,0.90703,0.90706,0.90654,0.90669,675,18,0
63,1716954300,0.90667,0.90697,0.90662,0.90686,826,18,0
64,1716955200,0.90686,0.90741,0.9067,0.90734,846,18,0
65,1716956100,0.90733,0.9081,0.90733,0.90791,1052,19,0
66,1716957000,0.90789,0.90965,0.90788,0.90851,1645,1,0
67,1716957900,0.90851,0.90896,0.90837,0.9084,1150,16,0
68,1716958800,0.90839,0.90862,0.9081,0.90845,903,18,0
69,1716959700,0.90846,0.909,0.90842,0.90868,682,18,0
70,1716960600,0.90867,0.90878,0.90842,0.90859,771,17,0
71,1716961500,0.9086,0.90862,0.90791,0.90793,943,20,0
72,1716962400,0.90793,0.90856,0.90788,0.90843,840,20,0
73,1716963300,0.90844,0.90857,0.90805,0.90822,739,20,0
74,1716964200,0.90821,0.90851,0.90821,0.90844,423,20,0
75,1716965100,0.90843,0.90886,0.90828,0.90874,420,20,0
76,1716966000,0.90875,0.90879,0.90826,0.90826,513,16,0
77,1716966900,0.90827,0.90846,0.9081,0.90845,418,21,0
78,1716967800,0.90844,0.90847,0.9082,0.90826,401,20,0
79,1716968700,0.90824,0.90851,0.90823,0.90842,251,20,0
80,1716969600,0.90842,0.90863,0.90836,0.90844,540,20,0
81,1716970500,0.90846,0.90849,0.90797,0.90807,519,17,0
82,1716971400,0.90806,0.90835,0.90794,0.90813,952,17,0
83,1716972300,0.90813,0.90861,0.9081,0.90847,635,19,0
84,1716973200,0.90846,0.9088,0.90819,0.90859,1092,18,0
85,1716974100,0.9086,0.90897,0.90848,0.90879,818,17,0
86,1716975000,0.90879,0.90903,0.90857,0.90859,955,18,0
87,1716975900,0.9086,0.90871,0.90843,0.90863,1073,18,0
88,1716976800,0.90862,0.90916,0.90858,0.90911,942,19,0
89,1716977700,0.9091,0.90927,0.90887,0.90892,1107,19,0
90,1716978600,0.90891,0.90902,0.90859,0.90874,1013,19,0
91,1716979500,0.90875,0.90889,0.90858,0.90873,705,20,0
92,1716980400,0.90873,0.909,0.90861,0.90888,1398,20,0
93,1716981300,0.90888,0.90905,0.90845,0.90876,1015,20,0
94,1716982200,0.90878,0.90879,0.90832,0.90838,1029,20,0
95,1716983100,0.90839,0.90844,0.90827,0.90834,841,19,0
96,1716984000,0.90833,0.90842,0.90782,0.9079,645,18,0
97,1716984900,0.9079,0.90814,0.90784,0.90796,469,18,0
98,1716985800,0.90796,0.90805,0.90779,0.90785,640,17,0
99,1716986700,0.90783,0.90789,0.90751,0.90754,670,20,0
100,1716987600,0.90753,0.90764,0.90702,0.90708,959,19,0
101,1716988500,0.90708,0.90718,0.90692,0.90706,635,18,0
102,1716989400,0.90706,0.9071,0.90665,0.90666,754,18,0
103,1716990300,0.90666,0.90697,0.9065,0.90666,910,19,0
104,1716991200,0.90665,0.90682,0.90633,0.90635,979,18,0
105,1716992100,0.90634,0.90653,0.9062,0.90653,799,17,0
106,1716993000,0.90652,0.90656,0.90619,0.90619,649,16,0
107,1716993900,0.90619,0.90635,0.90604,0.90632,799,18,0
108,1716994800,0.90632,0.90642,0.90604,0.90634,857,20,0
109,1716995700,0.90634,0.90699,0.90633,0.90699,1041,20,0
110,1716996600,0.90698,0.90717,0.90679,0.90703,1178,20,0
111,1716997500,0.90702,0.90713,0.90653,0.9069,1068,17,0
112,1716998400,0.9069,0.90703,0.90622,0.90677,1227,18,0
113,1716999300,0.90678,0.90694,0.90646,0.90688,767,20,0
114,1717000200,0.90689,0.90729,0.90679,0.90706,1836,15,0
115,1717001100,0.90705,0.9076,0.90681,0.9072,1905,18,0
116,1717002000,0.9072,0.90733,0.90687,0.90711,1332,15,0
117,1717002900,0.90711,0.90718,0.90618,0.90632,1293,19,0
118,1717003800,0.90633,0.90675,0.9062,0.90662,1454,19,0
119,1717004700,0.90662,0.90749,0.90652,0.90743,1873,19,0
120,1717005600,0.90742,0.90756,0.90714,0.90718,2128,18,0
121,1717006500,0.9072,0.90732,0.90696,0.90703,1395,16,0
122,1717007400,0.90702,0.90702,0.90654,0.90682,1294,17,0
123,1717008300,0.9068,0.90702,0.90674,0.9068,1230,18,0
124,1717009200,0.90679,0.90706,0.9066,0.90689,1128,19,0
125,1717010100,0.90689,0.90727,0.90683,0.90717,1072,19,0
126,1717011000,0.90717,0.90721,0.90696,0.90706,854,19,0
127,1717011900,0.90707,0.90721,0.90697,0.90706,737,18,0
128,1717012800,0.90706,0.90713,0.90678,0.90687,1404,11,0
129,1717013700,0.90686,0.90726,0.9068,0.90724,677,18,0
130,1717014600,0.90722,0.90725,0.90688,0.90692,799,18,0
131,1717015500,0.90689,0.90709,0.90676,0.90708,658,18,0
132,1717016400,0.90708,0.9074,0.90697,0.90721,681,19,0
133,1717017300,0.90722,0.90728,0.90713,0.90714,679,19,0
134,1717018200,0.90715,0.90721,0.90695,0.90703,761,21,0
135,1717019100,0.90703,0.90713,0.90688,0.90698,694,18,0
136,1717020000,0.90699,0.90727,0.90697,0.90722,625,19,0
137,1717020900,0.90723,0.90736,0.90716,0.90723,666,19,0
138,1717021800,0.90721,0.90727,0.90698,0.90702,586,20,0
139,1717022700,0.90703,0.9071,0.90696,0.90708,748,20,0
140,1717023600,0.90709,0.9071,0.90693,0.90704,194,22,0
141,1717024500,0.90704,0.90704,0.90692,0.907,168,18,0
142,1717025400,0.90698,0.90707,0.90679,0.90686,258,20,0
143,1717026300,0.90684,0.90689,0.90654,0.9066,304,22,0
144,1717027200,0.90638,0.9065,0.90629,0.90634,70,59,0
145,1717028100,0.90634,0.90651,0.90629,0.9065,152,45,0
146,1717029000,0.9065,0.90661,0.90641,0.90653,222,38,0
147,1717029900,0.90654,0.90672,0.90641,0.90672,430,34,0
148,1717030800,0.90675,0.9068,0.90641,0.90666,132,26,0
149,1717031700,0.90666,0.90672,0.90662,0.90668,106,24,0
150,1717032600,0.90668,0.90673,0.90653,0.90661,343,22,0
151,1717033500,0.90661,0.90661,0.90645,0.90651,266,24,0
