,time,open,high,low,close,tick_volume,spread,real_volume
0,1717507800,1.36965,1.36978,1.36924,1.36942,883,18,0
1,1717508700,1.36943,1.36965,1.3688500000000001,1.3691499999999999,1065,16,0
2,1717509600,1.3691499999999999,1.36947,1.3688500000000001,1.36894,874,15,0
3,1717510500,1.36895,1.36898,1.36814,1.36856,818,17,0
4,1717511400,1.3685800000000001,1.36866,1.36791,1.36821,862,17,0
5,1717512300,1.36821,1.36843,1.36784,1.36784,805,15,0
6,1717513200,1.36784,1.36795,1.36726,1.36741,1162,16,0
7,1717514100,1.3674,1.3676,1.36714,1.36752,936,13,0
8,1717515000,1.36752,1.36768,1.36725,1.3675,866,16,0
9,1717515900,1.3675,1.36792,1.36737,1.36773,838,18,0
10,1717516800,1.36774,1.3681,1.3673899999999999,1.36765,1010,15,0
11,1717517700,1.36765,1.36776,1.36693,1.3670499999999999,672,15,0
12,1717518600,1.36704,1.3679000000000001,1.3669,1.36783,1755,15,0
13,1717519500,1.36783,1.36867,1.36726,1.36821,1645,16,0
14,1717520400,1.36823,1.3686099999999999,1.36684,1.36792,3826,5,0
15,1717521300,1.36791,1.36876,1.36751,1.36789,2881,12,0
16,1717522200,1.36788,1.36939,1.36765,1.36901,2231,15,0
17,1717523100,1.36901,1.36936,1.3678,1.36802,2107,17,0
18,1717524000,1.36802,1.36877,1.36774,1.36823,1630,12,0
19,1717524900,1.36823,1.36841,1.36769,1.36816,1311,17,0
20,1717525800,1.36816,1.36869,1.36804,1.3683,1357,15,0
21,1717526700,1.36829,1.3688,1.36817,1.36855,1111,15,0
22,1717527600,1.3685399999999999,1.369,1.36836,1.36836,1137,17,0
23,1717528500,1.36836,1.3688,1.3682699999999999,1.36836,1021,17,0
24,1717529400,1.36836,1.3688799999999999,1.3683,1.36839,1197,17,0
25,1717530300,1.36838,1.36909,1.36806,1.36832,1050,16,0
26,1717531200,1.36833,1.3688500000000001,1.36822,1.36849,1132,16,0
27,1717532100,1.36847,1.36859,1.36785,1.36785,970,16,0
28,1717533000,1.36781,1.36805,1.3674,1.36749,1352,14,0
29,1717533900,1.36747,1.36791,1.36694,1.36764,1128,17,0
30,1717534800,1.36764,1.36805,1.36754,1.36757,864,17,0
31,1717535700,1.36756,1.36757,1.36694,1.3672,1084,18,0
32,1717536600,1.36719,1.36781,1.36717,1.36757,893,18,0
33,1717537500,1.36756,1.3679000000000001,1.3672900000000001,1.36785,908,18,0
34,1717538400,1.36785,1.36869,1.36784,1.36825,1296,18,0
35,1717539300,1.3682400000000001,1.3683100000000001,1.36778,1.3678,858,17,0
36,1717540200,1.36781,1.36809,1.3673199999999999,1.3673600000000001,846,16,0
37,1717541100,1.3673600000000001,1.3676599999999999,1.36726,1.36756,893,17,0
38,1717542000,1.36755,1.36772,1.36746,1.36748,215,17,0
39,1717542900,1.36746,1.3675899999999999,1.36745,1.36757,77,18,0
40,1717543800,1.36758,1.36782,1.36757,1.36779,113,15,0
41,1717544700,1.36778,1.36778,1.36742,1.36752,198,6,0
42,1717545600,1.36745,1.36748,1.36715,1.36743,32,51,0
