,time,open,high,low,close,tick_volume,spread,real_volume
0,1718037000,1.27069,1.27158,1.27043,1.2708300000000001,2649,12,0
1,1718038800,1.27085,1.27146,1.27036,1.2713700000000001,1738,12,0
2,1718040600,1.27138,1.2720799999999999,1.27122,1.27154,1886,16,0
3,1718042400,1.27152,1.27241,1.27141,1.27233,1760,15,0
4,1718044200,1.27233,1.27291,1.27221,1.27289,1082,11,0
5,1718046000,1.27289,1.27352,1.27265,1.27321,1656,8,0
6,1718047800,1.27321,1.27325,1.27265,1.27274,1089,15,0
7,1718049600,1.27273,1.27309,1.2723200000000001,1.27282,1469,5,0
8,1718051400,1.27282,1.2736399999999999,1.27272,1.27329,948,15,0
9,1718053200,1.27329,1.27338,1.27265,1.27273,1211,16,0
10,1718055000,1.27273,1.2732700000000001,1.2726899999999999,1.27318,920,17,0
11,1718056800,1.27318,1.27339,1.27305,1.27313,897,17,0
12,1718058600,1.27313,1.27322,1.27285,1.2730000000000001,637,16,0
13,1718060400,1.2730000000000001,1.27315,1.27288,1.27304,191,18,0
14,1718062200,1.27304,1.27307,1.2729,1.27297,271,17,0
15,1718064000,1.2726,1.27318,1.27169,1.27295,367,26,0
16,1718065800,1.27295,1.27297,1.27249,1.27273,831,20,0
17,1718067600,1.27271,1.2732299999999999,1.27268,1.27309,347,6,0
18,1718069400,1.27308,1.27309,1.27283,1.27291,277,17,0
19,1718071200,1.27291,1.27291,1.27246,1.27246,401,18,0
20,1718073000,1.27247,1.27268,1.2723900000000001,1.27252,340,19,0
21,1718074800,1.27252,1.27289,1.2724,1.27265,753,17,0
22,1718076600,1.27265,1.27289,1.27253,1.27268,884,17,0
23,1718078400,1.27267,1.27275,1.27249,1.2726,950,17,0
24,1718080200,1.2726,1.27304,1.2723900000000001,1.27286,1311,17,0
25,1718082000,1.27286,1.2732,1.27264,1.27309,976,15,0
26,1718083800,1.27309,1.27322,1.27288,1.27305,842,16,0
27,1718085600,1.27305,1.27329,1.27301,1.27322,518,16,0
28,1718087400,1.27322,1.27346,1.27321,1.2734,389,16,0
29,1718089200,1.27341,1.2737,1.27333,1.2736,359,17,0
30,1718091000,1.2736,1.27363,1.27335,1.27338,875,18,0
31,1718092800,1.27337,1.27353,1.27326,1.27331,438,16,0
32,1718094600,1.27331,1.27376,1.27325,1.27347,934,16,0
33,1718096400,1.27346,1.2738800000000001,1.2720500000000001,1.27273,1850,9,0
34,1718098200,1.27273,1.27275,1.2715,1.27193,1714,14,0
35,1718100000,1.27193,1.27207,1.27132,1.27163,1656,14,0
36,1718101800,1.27163,1.27229,1.27156,1.2722,1334,11,0
37,1718103600,1.27222,1.2726899999999999,1.27197,1.27259,1438,3,0
38,1718105400,1.27259,1.27305,1.2722,1.27238,1907,12,0
39,1718107200,1.27238,1.27339,1.27216,1.27227,1888,10,0
40,1718109000,1.27227,1.27341,1.27226,1.27328,2254,10,0
41,1718110800,1.27328,1.27481,1.27318,1.2744,2081,8,0
42,1718112600,1.2744,1.2747,1.27378,1.27412,1682,14,0
43,1718114400,1.27411,1.2742200000000001,1.27333,1.27392,1948,13,0
44,1718116200,1.27392,1.27414,1.2736,1.27376,1952,11,0
45,1718118000,1.27375,1.27461,1.27319,1.2735699999999999,2136,14,0
46,1718119800,1.2735699999999999,1.27461,1.27347,1.27432,1893,16,0
47,1718121600,1.27434,1.27475,1.27285,1.27313,2402,7,0
48,1718123400,1.27312,1.27312,1.27087,1.27134,3056,12,0
49,1718125200,1.27135,1.27198,1.2705899999999999,1.2716,2753,0,0
50,1718127000,1.27162,1.2720500000000001,1.27069,1.271,2381,12,0
51,1718128800,1.271,1.2721,1.27094,1.27202,2229,13,0
52,1718130600,1.27203,1.27244,1.27172,1.27196,1670,13,0
53,1718132400,1.27197,1.2723,1.27159,1.27168,1101,14,0
54,1718134200,1.27169,1.27284,1.27164,1.27271,825,10,0
55,1718136000,1.27271,1.27337,1.27251,1.2726899999999999,1616,0,0
56,1718137800,1.2726899999999999,1.27325,1.2726199999999999,1.27311,865,15,0
57,1718139600,1.27312,1.2739500000000001,1.27307,1.27389,833,16,0
58,1718141400,1.2739099999999999,1.27441,1.27385,1.27441,783,13,0
59,1718143200,1.27442,1.27496,1.27437,1.27459,802,16,0
60,1718145000,1.27459,1.27459,1.27387,1.27403,995,15,0
61,1718146800,1.27403,1.2741500000000001,1.27371,1.27371,324,15,0
62,1718148600,1.2737,1.27393,1.2736399999999999,1.27383,342,13,0
63,1718150400,1.27326,1.27397,1.27272,1.27396,145,31,0
64,1718152200,1.27396,1.27404,1.27375,1.2738,190,7,0
65,1718154000,1.27381,1.27405,1.27377,1.27396,231,20,0
66,1718155800,1.27396,1.27396,1.27376,1.27378,100,18,0
67,1718157600,1.2738800000000001,1.27389,1.2736,1.27377,117,19,0
68,1718159400,1.27377,1.27392,1.27377,1.27387,186,16,0
69,1718161200,1.2738800000000001,1.2738800000000001,1.2735699999999999,1.2736399999999999,483,16,0
70,1718163000,1.2736399999999999,1.27374,1.27325,1.27332,879,18,0
71,1718164800,1.27332,1.27372,1.27326,1.27344,1299,17,0
72,1718166600,1.27345,1.274,1.2734,1.27381,1000,17,0
73,1718168400,1.27381,1.27414,1.27369,1.27396,746,19,0
74,1718170200,1.27396,1.27407,1.27382,1.27401,1099,18,0
75,1718172000,1.274,1.27417,1.2739099999999999,1.27405,543,19,0
76,1718173800,1.27406,1.27431,1.274,1.2741500000000001,545,19,0
77,1718175600,1.2741500000000001,1.2741500000000001,1.27398,1.274,507,17,0
78,1718177400,1.274,1.274,1.27381,1.27392,197,18,0
79,1718179200,1.2739099999999999,1.27416,1.2738,1.27413,472,18,0
80,1718181000,1.27414,1.27463,1.27403,1.27463,816,15,0
81,1718182800,1.2746,1.27485,1.27377,1.27454,1531,15,0
82,1718184600,1.27455,1.27455,1.27363,1.27377,1784,16,0
83,1718186400,1.27378,1.27436,1.27366,1.2739500000000001,1415,13,0
84,1718188200,1.27396,1.27519,1.27387,1.27492,1506,15,0
85,1718190000,1.27492,1.27573,1.2748599999999999,1.27532,1552,13,0
86,1718191800,1.27533,1.2758099999999999,1.27523,1.2757,1386,14,0
87,1718193600,1.2757,1.2757,1.2752,1.27531,1463,13,0
88,1718195400,1.27531,1.27569,1.2748,1.27555,1137,15,0
89,1718197200,1.27556,1.27566,1.2751299999999999,1.27539,1405,17,0
90,1718199000,1.27539,1.2761,1.27526,1.2760099999999999,941,14,0
91,1718200800,1.2760099999999999,1.2766199999999999,1.27552,1.27569,1478,15,0
92,1718202600,1.2757,1.27594,1.27543,1.27591,1298,16,0
93,1718204400,1.27593,1.2765,1.27551,1.27631,1553,14,0
94,1718206200,1.27631,1.28562,1.27631,1.28514,6715,0,0
95,1718208000,1.28513,1.2858,1.28463,1.28552,4354,10,0
96,1718209800,1.28552,1.2858800000000001,1.28311,1.28354,3927,11,0
97,1718211600,1.28354,1.28542,1.28253,1.28525,3069,14,0
98,1718213400,1.28524,1.28541,1.2836,1.28413,3473,10,0
99,1718215200,1.28414,1.28495,1.28331,1.28383,2574,12,0
100,1718217000,1.28387,1.28422,1.2833999999999999,1.28384,2053,10,0
101,1718218800,1.28384,1.28487,1.28373,1.28431,1784,13,0
102,1718220600,1.2843,1.28473,1.284,1.28443,1927,5,0
103,1718222400,1.28444,1.28471,1.28385,1.28385,1645,13,0
104,1718224200,1.28386,1.28403,1.28328,1.2836400000000001,1266,15,0
105,1718226000,1.28357,1.28406,1.2808899999999999,1.28259,7710,0,0
106,1718227800,1.28259,1.2833999999999999,1.27999,1.28117,8687,0,0
107,1718229600,1.28117,1.28175,1.27912,1.27933,3937,10,0
108,1718231400,1.27932,1.2802799999999999,1.27923,1.27972,2589,12,0
109,1718233200,1.27973,1.2800500000000001,1.27938,1.2796,666,14,0
110,1718235000,1.27959,1.27978,1.27953,1.27969,287,16,0
111,1718236800,1.2794400000000001,1.27973,1.27938,1.27966,235,30,0
112,1718238600,1.27968,1.27996,1.27952,1.27987,542,19,0
113,1718240400,1.27989,1.28,1.27938,1.27948,398,14,0
114,1718242200,1.27951,1.27961,1.27924,1.27935,247,15,0
115,1718244000,1.27935,1.27973,1.27926,1.27953,214,11,0
116,1718245800,1.27953,1.27961,1.2793700000000001,1.27951,244,16,0
117,1718247600,1.27951,1.2798,1.27927,1.27948,983,14,0
118,1718249400,1.2794699999999999,1.27962,1.27921,1.27945,1345,16,0
119,1718251200,1.2794400000000001,1.27986,1.27919,1.27925,1347,14,0
120,1718253000,1.27925,1.27977,1.27841,1.27855,1711,14,0
121,1718254800,1.27856,1.27894,1.2785,1.27884,1178,14,0
122,1718256600,1.27884,1.2788599999999999,1.27854,1.27872,951,17,0
123,1718258400,1.27871,1.27898,1.27858,1.27868,742,16,0
